Student_id,C200,C300,C400,C500,F100,S100,H100,L100,M000,M100,M200,M300,M400,X100,Final Grade
2148651,93.09,88.68,90.51,88.59,87.5,97.24,90.93,91.08,100,91.1,96.52,100,87.43,99.32,92.9993
2148751,90.14,90.9,89.1,86.28,92.39,92.68,94.35,92.82,95.07,95.14,95.15,86.77,82.55,98.85,91.585
2148851,99.92,98.09,82.49,90.04,95.9,88.68,100,88.65,92.49,90.48,99.68,95.65,87.14,92.51,92.98
2148951,82.8,89.8,97.54,92.47,92.01,95.04,97.09,100,97.26,90.89,87.75,92.09,95.05,83.08,92.3479
2104950,86.78,88.06,89.7,100,96.89,91.08,88.85,91.19,95.09,96.41,93.58,93.61,90.69,96.45,92.7414
2149051,99.68,88.74,89.01,94.1,96.47,85.77,92.24,91.25,100,97.03,91.62,100,78.71,90.82,92.5314
2149151,98.24,85.63,88.87,94.13,88.39,88.16,91.67,87.69,92.81,86.13,94.04,95.18,100,97.35,92.0207
2149251,99.29,95.76,89.61,93.58,81.13,93.25,90.66,92.47,90.73,88.54,89.61,100,92.43,95.59,92.3321
2149351,86.19,86.73,100,84.14,86.38,86,86,96.38,94.46,97.5,97.1,92.9,81.61,89.95,90.3814
2149451,90.75,97.62,95.26,83.91,97.03,91.13,91.73,98.4,85.9,93.28,86.43,89.06,98.95,86.72,91.8693
2149551,94.29,90.07,98.09,96.02,91.61,99.73,92.89,96.09,93.91,93.14,97.82,86.47,85.6,96.89,93.7586
2149651,99.74,92.98,93.43,98.74,86.5,100,90.1,93.16,92.7,83.16,93.3,97.83,82.29,88.67,92.3286
2149751,96.83,86.93,92.59,87.11,97.18,87.53,97.87,92.03,93.78,96.5,97.36,97.25,97.11,80.56,92.9021
2149851,91.72,94.66,100,89.99,94.78,91.88,95.54,80,86.08,82.99,89.55,81.01,96.18,90.24,90.33
2149951,88.31,96.48,97.75,96.53,92.31,97.25,85.28,97.5,80.48,89.49,92.2,82.36,84.02,93.18,90.9386
2105050,88.83,91.47,99.37,92.62,92.67,94.2,87.09,90.53,94.84,86.74,91.37,96.49,89.98,90.35,91.8964
2150051,96.26,96.36,90.02,93.24,92.06,100,90.52,94.34,93.16,94.65,83.59,97.89,99.16,97.67,94.2086
2150151,91.52,83.53,95.88,96.81,86.7,88.56,83.73,91.39,91.22,90.44,96.26,91.05,91.29,87.26,90.4029
2150251,87.77,88.89,97.75,87.43,100,92.08,91.24,91.54,93.38,88.94,89.48,99.12,98.27,86.01,92.2786
2150351,88.67,94.51,95.74,96.49,93.91,87.22,95.65,88.52,93.13,93.71,86.15,88.58,92.47,95.34,92.1493
2150451,83.1,95.79,95.28,85.68,86.61,85.95,96.17,94.18,90.33,88.42,81.97,94.38,85.85,90.98,89.6207
2150551,92.49,93.74,98.2,86.31,96.2,93.14,83.55,92.73,94.8,95.39,88.68,89.46,92.06,93.78,92.1807
2150651,88.77,100,87.1,89.91,89.99,82.71,89.26,94.11,93.86,87.35,96.33,94.22,89.09,90.64,90.9529
2150751,86.38,97.94,100,90.39,97.88,84.62,97.18,90.93,88.05,89.67,87.58,91.72,85.88,96.88,91.7929
2150851,98.74,97.49,90.17,92.67,100,87.64,88.99,90.33,83.49,86.23,91.93,94.86,100,86.83,92.0979
2150951,88.07,87.21,87.4,94.04,85.39,92.05,94.91,90.32,94.15,79.63,89.06,91.89,100,83.76,89.8486
2105150,98.62,90.6,85.42,93.51,91.2,95.42,83.71,87.62,77.38,88.89,92.29,93.41,99.2,96.07,90.9529
2151051,95.4,84.87,90.45,88.93,91.32,89.04,86.26,93.97,95.87,100,94.81,100,88.23,93.51,92.3329
2151151,92.77,93.39,97.19,93.66,85.92,92.3,91.27,89.43,93.78,92.61,88.5,82.52,97.02,99.67,92.145
2151251,91.02,91.56,100,97.81,89.2,85.5,94.02,97.42,83.08,93.92,90.21,86.79,94.01,89.96,91.75
2151351,98.87,96.63,98.68,100,91.51,92.13,83.44,82.93,82.23,90.4,87.41,91.36,79.78,100,91.0979
2151451,93.35,90.11,90.21,89.45,86.77,95.38,100,95.01,100,94.12,93.01,88.23,94.83,95.71,93.2986
2151551,98.18,99.51,91.82,82.47,93.91,87.05,89.26,94.12,92.11,85.06,87.26,95.59,100,90.64,91.9271
2151651,92.89,98.02,92.23,86.27,91.61,97.29,93.1,88.55,86.11,86.41,89.12,92.21,93.89,85.39,90.935
2151751,100,89.27,86.01,97.75,86.47,85.82,90.12,88.27,93.63,99.6,100,96.51,79.78,95.83,92.0757
2151851,95.18,90.39,88.9,100,92.41,86.69,93.66,83.77,90.42,92.9,86.59,88.6,87.84,94.4,90.8393
2151951,92.96,89.96,96.76,95.62,94.67,95.01,92.71,94.93,84.98,90.94,91.56,90.59,84.96,92.12,91.9836
2105250,95.82,91.43,96.68,79.94,95.53,85.08,94.87,100,96.26,84.99,82.65,90.78,89.97,86.81,90.7721
2152051,95.89,91,90.85,89.46,98.64,93.87,94.47,92.91,89.15,90.17,88.68,93.36,91.54,96.17,92.5829
2152151,86.77,87.67,98.31,87.71,95.94,94.38,93.15,90.03,92.69,98.38,85.75,88.88,94.17,91.32,91.7964
2152251,92.67,86.97,93.09,100,94.21,94.35,95.14,95.73,91.97,85.89,97.83,97.1,100,95.33,94.3057
2152351,90.61,94.7,89.25,93.72,87.5,93.51,97.09,83.58,90.01,94.65,92.85,99.4,83.12,84.59,91.0414
2152451,93.28,80.91,97.05,90.91,93.64,100,87.55,93.15,96.68,94.72,97.98,89.3,92.17,89.75,92.6493
2152551,85.4,93.96,88.59,92.31,99.89,90.83,94.47,92.5,89.4,92.9,90.16,85.18,82.84,87.13,90.3971
2152651,97.41,96.5,91.47,91.39,97.19,88.89,88.08,98.53,83.86,93.3,86.17,83.33,83.68,88.92,90.6229
2152751,90.01,91.84,93.45,98.76,90.41,99.07,85.29,89.96,94.49,95.74,99.42,98.57,94.54,93.62,93.9407
2152851,86.94,91.69,85.49,96.77,94.31,93.09,93.2,88.05,80.26,89.91,90.76,85.48,92.62,87.39,89.7114
2152951,77.93,91.27,91.42,90.61,95.4,97.08,91.96,85.8,93.03,89.93,94.52,92.56,97.78,100,92.0921
2105350,92.53,82.54,90.62,94.76,95.71,97.92,91.12,99.43,92.34,84.59,87.3,77.94,85.6,96.15,90.6107
2153051,100,91.09,100,100,97.39,92.86,90.12,89.41,93.98,97.35,85.31,85.39,87.11,85.8,92.5579
2153151,89.75,89.69,83.82,89.98,95.3,90.98,92.03,94.43,89.55,99.83,92.5,93.43,89.84,91.92,91.6464
2153251,98.9,93.21,87.31,100,88.93,88.59,93.58,79.23,95.79,92.26,97.41,82.22,98.29,89.43,91.7964
2153351,96.27,94.8,95.52,83.57,93.95,89.25,87.39,98.01,89.94,91.02,100,87.26,90.26,93.28,92.18
2153451,95.65,88.09,91.86,93.47,99.97,95.56,94.3,99.08,86.61,97.6,87.73,91.4,89.76,89.45,92.895
2153551,81.97,87.2,84.64,91.14,77.15,89.93,84.13,94.22,80.26,95.77,90.77,95.15,90.12,88.48,87.9236
2153651,91.31,95.34,94.92,90.39,91.34,85.34,97.1,88.18,95.81,95.6,89.19,92.37,82.97,90.57,91.4593
2153751,95.47,88.4,86.42,88.89,91.49,95.52,91.1,98.85,91.5,91.84,95.6,100,94.99,88.07,92.7243
2153851,91.61,85.02,95.26,93.01,96.3,90.84,88.72,91.01,96.3,80.63,94.36,90.52,98.86,94.93,91.955
2153951,91.97,87.26,89.77,92.29,86.6,99.08,92.38,94.58,86.41,96.49,89.84,97.81,92.04,99.98,92.6071
2105450,89.83,94.01,83.57,86.32,97.34,95.69,96.38,98.57,94.63,92.89,90.12,82.91,91.94,94.61,92.0579
2154051,91.48,90.13,94.51,87.78,87.87,89.49,90.78,90.61,96.34,95.73,95.32,89.38,92.28,93.74,91.8171
2154151,83.98,87.97,89.55,90.08,98.13,91.26,94.83,89.47,88.19,91.52,86.77,98.82,86.92,93.35,90.7743
2154251,92.99,89.2,95.43,99.52,90.73,87.13,100,89.93,96.76,84.42,86.03,94.01,99.73,88.82,92.4786
2154351,94.42,90.22,87.58,98.22,90.87,96.48,89.05,89.08,83.87,94.35,91.24,87.61,90.22,94.87,91.2914
2154451,97.4,95.04,91.13,87.91,99.86,91.45,93.94,94.17,91.09,83.05,95.56,85.01,96.45,92.83,92.4921
2154551,82.15,86.7,95.55,95,96.49,100,92.19,95.92,90.04,93.39,99.87,89.75,83.35,94.28,92.4771
2154651,86.28,100,94.02,86.82,89.62,88.81,99.26,89.05,99.85,91.14,87.83,92.29,92.34,88.1,91.815
2154751,97.78,99.49,89.35,88.43,98.86,91,93.79,91.52,97.71,97.04,91.85,98.69,100,98.36,95.2764
2154851,90.64,95.64,91.04,94.25,95.28,100,87.8,87.16,95.94,94.09,87.59,95.27,89.62,88.15,92.3193
2154951,93.63,93.17,96.51,93.76,97.75,100,88.11,84.57,97.25,100,95.43,89.14,92.75,94.62,94.0493
2105550,84.15,87.68,89.01,88.45,91.68,100,89.06,91.3,100,85.18,88.05,89.76,81.57,83.92,89.2721
2155051,90.67,78.41,90.62,100,92.49,90.78,99.72,83.44,81.94,91.24,91.35,91.65,96.99,89.33,90.6164
2155151,93.62,90.6,95.32,92.75,87.87,92.53,100,95.12,88.65,89.6,90.38,89.57,87.78,91.34,91.795
2155251,82.03,88.1,95.09,82.9,92.61,94.72,100,97.7,86.25,85.68,94.57,97.12,89,100,91.8407
2155351,94.73,91.8,83.79,90.78,90.2,89.71,94.18,93.12,94.27,88.59,97.38,94.47,87.03,92.69,91.6243
2155451,99.65,89.1,98.88,98.53,90.58,88.73,88.4,89.09,86.07,89.32,94.19,95.84,87.71,86.01,91.5786
2155551,100,96.04,90.78,93.18,92.51,92.39,82.16,87.38,91.9,90.51,95.27,90.33,85.68,100,92.0093
2155651,90.97,88.18,92.04,94.2,88.14,89.85,98.34,89.89,99.65,99.67,88.3,97.83,94.9,86.97,92.7807
2155751,88.9,90.62,90.03,90.07,96.06,100,84.62,88.68,92.19,78.94,83.59,91.12,95.09,85.63,89.6814
2155851,93.25,96.47,93.02,86.48,88.83,94.5,96.65,90.82,86.7,83.62,96.12,87.68,84.39,93.77,90.8786
2155951,91.59,98.03,96.16,92.11,99.46,85.25,81.98,95.17,93.96,90.71,100,96.66,97.11,99.24,94.1021
2105650,95.42,87.86,83.66,87.39,96.04,89.42,89.81,85.68,95.55,86.52,98.44,98.25,93.32,83.03,90.7421
2156051,86.73,92.37,92.97,89.72,94.42,91.93,96.37,92.31,84.66,92.13,100,94.94,84.17,98.24,92.2114
2156151,92.82,98.53,89.4,91.43,92.41,88.49,88.18,97.29,84.68,90.43,96.73,93.99,90.86,93.04,92.02
2156251,94.7,91.53,93.18,92.69,92.26,95.95,98.49,91.1,98.59,90.6,90.83,93.06,96.04,90.02,93.5029
2156351,97.27,88.9,94.3,95.32,91.25,91.74,88.88,86.66,96.57,85.11,85.77,99.07,94.49,99.91,92.5171
2156451,91.12,100,92.86,90.7,82.71,89.53,90.77,99.95,87.12,88.97,84.26,89.15,88.25,96.52,90.8507
2156551,93.37,89.93,90.39,92.84,91.37,94.69,93.32,92.8,89.4,93.96,89.82,85.49,96.94,84.78,91.3643
2156651,86.3,94.73,90.61,88.2,93.04,99.04,84.17,91.92,88.87,83.2,86.26,91.32,90.11,100,90.555
2156751,99.3,93.96,92.26,92.32,83.89,91.33,89.66,90.47,92.11,95.13,94.18,87.75,95.37,88.21,91.8529
2156851,95.47,99.02,97.16,91.29,89.17,96.45,93.53,99.35,99.43,85.34,94.12,87.32,100,98.65,94.7357
2156951,89.83,88.18,89.63,92.3,97.27,92.27,89.48,93.94,91.48,91.69,91.94,88.69,85.14,94.95,91.1993
2105750,77.87,83.87,88.12,87.41,90.67,96.46,92.34,91,93.92,97.06,89.69,90.16,88.38,96.99,90.2814
2157051,98,84.61,95.7,89,99.19,91.96,97.48,99.56,90.22,98.38,92.9,88.97,97.47,96.57,94.2864
2157151,99.14,92.46,93.29,100,89.41,94.98,91.12,94.82,97.34,91.62,93.58,88.15,95.38,91.15,93.7457
2157251,92.6,100,95.14,93.55,89.55,85.95,92.08,87.79,87.86,94.34,92.2,96.13,94.89,90.36,92.3171
2157351,91.73,100,90.16,95.15,86.25,91.81,87.63,89.07,94.96,98.37,98.52,92.63,87.84,88.23,92.3107
2157451,90.52,100,84.37,93.73,89.49,97.69,90.77,94.93,93.11,97.38,89.97,88.16,80.36,86.27,91.1964
2157551,86.32,93.08,91.75,94.43,88.23,92.31,87.3,100,92.02,98.44,85.64,91.1,89.32,90.88,91.4871
2157651,96.28,99.37,96.8,97.16,98.41,93.48,95.12,85.44,88.43,100,95.86,91.24,93.32,87.26,94.155
2157751,95.3,93.46,90.31,96.03,93.1,97.58,89.05,93.48,100,89.29,97.56,89.38,81.24,96.98,93.0543
2157851,92.38,91.77,93.82,96.45,96.18,100,99.43,85.84,96.1,97.63,100,92.02,83.94,89.82,93.9557
2157951,98.28,87.04,93.43,93.07,85.12,87.79,96.84,83.25,100,95.56,90.91,90.75,94.58,85.38,91.5714
2105850,98.47,93.92,100,95.24,92.91,95.1,94.15,90.2,90.81,78.43,98.51,89.21,90.3,96.04,93.0921
2158051,82,92.57,94.07,93.17,88.1,90.05,100,94.46,92.93,93.6,94.98,97.42,92.2,98.31,93.1329
2158151,85.6,85.94,94,96.07,90.42,83.18,88.87,99.65,91.74,89.24,95.67,86.31,100,93.92,91.4721
2158251,91.34,85.53,91.52,98.1,87.85,89.06,91.06,82.4,89.9,87.57,85.79,86.62,90.35,95.59,89.4771
2158351,100,87.84,84.34,91.69,90.31,89.36,87.37,93.88,97.84,87.48,86.57,93.1,86.82,100,91.1857
2158451,99.87,98.38,100,89.95,91.65,95.54,91.07,94.02,90.29,97.19,100,93.74,89.1,89.79,94.3279
2158551,95.49,95.42,91.86,89.01,94.27,85.62,89.84,87.31,94.25,84.14,96.72,100,89.26,86.04,91.3736
2158651,88.18,85.49,85.78,87.5,89.71,92.65,98.07,92.27,93.41,94.57,88.97,95.59,92.82,98.48,91.6779
2158751,95.41,92.11,87.1,92.72,85.62,89.38,95.88,89.11,85.62,90.89,89.03,93.92,96.63,100,91.6729
2158851,86.95,94.21,95.36,95.25,96.04,88.8,86.86,90.06,100,91.49,90.4,89.93,91.29,92.78,92.1014
2158951,90.33,88.07,83.61,87.4,94.24,87.38,95.97,90.44,91.56,89.33,92.79,97.59,99.15,92.46,91.4514
2105950,95.55,96.91,97.22,94,90.49,94.3,88.96,86.12,99.25,89.38,92.71,90.81,85.88,97.45,92.7879
2159051,94.12,96.75,83.68,87.85,100,91.2,87.26,92.85,100,85.65,88.97,90.36,93.31,90.13,91.5807
2159151,92.63,89.97,99.71,87.72,89.95,85.05,88.68,91.34,90.4,98.38,88.52,89.32,96.5,95.11,91.6629
2159251,98.54,94.02,91.41,97.65,98.4,88.66,83.46,92.91,86.11,92.48,99.09,94.77,86.77,100,93.1621
2159351,100,94.08,93.16,89.82,88.14,85.84,95.38,93.65,91.6,97.46,92.04,86.75,86.4,98.2,92.3229
2159451,95.75,91.14,93.77,93.17,95.46,95.26,94.29,89.63,89.03,93.11,97.27,95.55,80.5,97.46,92.9564
2159551,85.73,86.84,97.64,93.79,95.95,85.48,98.7,96.53,93.19,98.61,91.26,90.55,85.22,85.03,91.7514
2159651,90.22,99.91,83.92,88.21,86.24,95.31,100,93.21,87.33,88.1,92.44,91.02,93.17,88.78,91.2757
2159751,90.14,90.74,99.12,98.86,88.45,89.27,93.63,98.57,99.26,82.92,88.35,100,95.53,98.04,93.7771
2159851,90.14,84.16,96.68,87.64,92.38,91.66,79.91,89.83,89.77,88.38,88.92,99.74,87.99,93.58,90.0557
2159951,90.05,90.91,86.82,91.78,88.81,89.92,82.21,94.07,95.54,88,94.15,89.21,94.06,93.08,90.615
2106050,89.35,98.44,84.6,96.43,96.48,80.86,88.13,89.09,97.71,88.02,88.76,90.58,100,96.34,91.7707
2160051,95.17,95.18,90.94,84.06,97.18,93.56,90.51,88.61,89.87,96.42,93.97,96.34,94.11,88.47,92.4564
2160151,81.04,95.58,89.36,97.02,98.79,94.01,95.52,100,95.78,99.27,92.56,98.37,96.68,87.03,94.3579
2160251,97.58,96.44,93.33,94.69,93.32,91.12,94.71,91.25,84.52,93.2,92.74,100,93.54,93.46,93.5643
2160351,91.77,99.2,95.55,92.25,93.69,92.1,98.06,86.83,85.27,94.91,82.16,92.18,99.03,92.91,92.565
2160451,88.17,91.44,94.89,97.03,85.85,91.01,96.45,94.07,87.41,89.22,97.91,92.61,95.1,92.59,92.4107
2160551,92.03,93.91,89.86,90.07,91.19,92.37,90.86,96.07,95.97,91.42,87.53,96.21,89.61,90.83,91.995
2160651,82.51,86.24,96.79,89.32,99.81,94.78,98.55,94.35,100,96.86,87.39,94.15,85.66,89.19,92.5429
2160751,90.44,87.98,88.69,92.15,93.02,95.97,85.1,96.57,94.11,92.62,98.89,92.84,92.76,89.67,92.2007
2160851,92.52,90.58,88.91,85.82,90.92,95.88,85.7,88.06,96.86,92.36,100,82,89.3,93.12,90.8593
2160951,89.45,96.53,93.17,97.7,93.93,89.1,96.38,91.04,84.5,90.57,90.85,91.89,93.94,99.73,92.77
2106150,85.08,90.18,94.34,95.52,82.21,88.48,98.33,90.17,87.29,97.77,94.75,91.6,90.65,84.42,90.7707
2161051,93.56,86.28,100,91.22,100,95.4,90.23,84.84,100,87.35,96.24,91.62,94.11,94.39,93.2314
2161151,94.15,89.36,86.41,95.99,98.42,99.46,91.47,98.62,92.89,89.49,92.72,90.26,88.83,95.67,93.1243
2161251,100,96.55,94.88,97.35,88.76,86.84,92.01,81.39,100,98.5,97.63,90.54,87.33,84.74,92.6086
2161351,93.92,86.33,89.08,90.41,93.9,96.5,90.62,86.73,99.72,100,97.54,92.79,100,98.69,94.0164
2161451,98.6,98.84,89.14,88.87,90.25,92.66,88.1,96.02,92.82,97.8,100,90.03,88.6,90.68,93.0293
2161551,86.77,92.33,84.06,90.86,98.79,88.52,97.25,97.2,100,85.1,89.71,94.32,100,90.26,92.5121
2161651,96.06,94.99,90.75,91.29,89.54,94.9,88.82,95.81,89.25,87.48,89.31,94.91,91.68,89.06,91.7036
2161751,92.84,86.82,91.74,88.95,92.97,98.78,86.71,78.32,87.73,97.35,90.92,95.17,98.75,92.63,91.4057
2161851,95.29,89.13,87.18,94.15,88.58,89.04,90.11,95.42,94.77,86.77,94.77,86.5,96.66,86.55,91.0657
2161951,92.96,92.24,91.34,86.32,92.65,89.59,95.38,82.12,94.56,95.85,91.07,88.61,86.53,93.68,90.9214
2106250,85.02,87.73,99.63,87.44,95.46,90.17,97.38,96.74,92.79,91.43,98.98,91.41,97.28,97.47,93.495
2162051,93.04,90.14,78.67,94.94,82.21,87.76,94.53,89.1,91.41,94.09,96.9,97.58,88.65,96.26,91.0914
2162151,94.53,90.55,95.16,87.54,94.34,96.7,88.6,99.06,92.7,95.26,91.66,92.92,95.04,97.16,93.6586
2162251,90.37,90.65,89.75,100,84.76,92.4,86.65,87.75,95.06,88.63,84.59,100,96.92,89.78,91.2364
2162351,90.86,100,100,100,96.91,97.99,93.35,92.31,86.05,94.81,99.28,94.65,89.2,84.51,94.28
2162451,99.74,95.25,89.78,92.81,92.5,95.69,86.44,90.23,93.21,100,99.3,87.5,98.24,91.52,93.7293
2162551,100,97.89,94.08,86.97,93.01,90.93,88.41,100,97.52,91.2,98.77,90.24,93.37,91.52,93.8507
2162651,95.4,99.93,92.22,89.68,97.64,98.08,98.32,95.35,87.25,92.03,91.71,91.87,88.79,95.27,93.8243
2162751,92.6,85.56,86.47,98.69,85.95,99.25,89.13,86.75,90.96,92.32,100,88.06,96.5,91.28,91.68
2162851,91.77,99,97.48,87.17,91.18,89.07,96.79,92.13,97.64,94.05,81.44,89.7,89.59,91.97,92.07
2162951,93.81,92.51,97.5,90.1,93.35,90.25,94.59,97.37,86.15,94.87,86.84,90.34,87.07,93.58,92.0236
2106350,95.07,88.55,95.58,86.56,100,100,92.93,91.09,91.88,93.43,91.54,85.29,89.94,77.6,91.39
2163051,95.4,97.8,96,91.31,90.78,76.07,92.72,89.19,85.69,85.24,100,93.67,96.28,100,92.1536
2163151,100,95.72,95.02,85.15,94.07,85.37,100,94.41,100,89.63,90.4,93.95,90.54,100,93.8757
2163251,89.25,90.61,95.88,99.47,90.61,95.47,90.33,88.84,95.03,88.83,82.52,99.34,95.14,92.62,92.4243
2163351,83.73,97.11,82.17,91.18,97.32,92.63,82.34,98.01,95.91,87.91,96.97,85.35,93.78,90.73,91.0814
2163451,87.38,92.48,90.92,86.13,91.28,95.32,89.17,89.33,93.33,90.36,89.63,95.53,89.05,90.01,90.7086
2163551,90.01,79.31,95.07,90.23,83.3,91.96,92.56,86.82,99.5,89.43,98.38,90.16,89.64,92.31,90.62
2163651,82.42,96.08,95.05,93.05,92.28,89.09,97.13,95.52,98.76,94.26,94,87.88,100,89.68,93.2286
2163751,95.99,94.89,95.03,85.58,94.81,100,87.51,99.36,83.61,89.7,88.68,90.36,90.15,100,92.5479
2163851,97.06,90.47,89.12,96.83,91.36,90.75,94.11,89.59,86.4,90.74,92.65,100,90.17,95.94,92.5136
2163951,99.25,94.86,100,100,86.51,89.84,89.28,84.57,88.9,96.89,90.23,100,100,85.99,93.3086
2106450,91.41,91.81,100,88.42,85.91,89.51,91.04,84.45,91.89,89.56,90.35,91.72,98.31,94.7,91.3629
2164051,96.69,86.74,100,89.07,92.5,90.86,86.63,92.07,90.85,95.86,99.56,96.24,94.86,91.9,93.1307
2164151,90.19,94,96.97,80.07,95.15,94.99,96.01,93.18,98.07,88.45,100,87.22,96.22,86.88,92.6714
2164251,92.64,90.84,98.25,89.49,87.46,92.31,88.54,93,89.59,92.4,92.56,96.08,94.55,94.28,92.285
2164351,95.62,100,84.57,96.15,81.27,93.69,87.58,93.35,90.45,95.44,89.9,88.36,86.83,92.77,91.1414
2164451,88.76,97.85,88.38,91.21,92.36,90.82,89.57,93.81,98.07,90,85.87,86.5,88.66,88.13,90.7136
2164551,90.88,83.61,86.3,88.1,91.13,88.84,90.18,98.68,85.48,90.85,90.23,92.58,86.08,92.52,89.6757
2164651,88.08,86.63,86.81,85.46,94.24,89.77,90.78,100,94.82,91.82,93.4,78.69,89.53,81.4,89.3879
2164751,97.04,99.72,96.72,91.2,94.85,88.15,88.78,99.11,85.97,90.87,92.32,86.04,100,94.72,93.2493
2164851,92.89,89.11,82.59,93.86,87.67,91.69,89.37,87.96,93.47,98.1,98.06,93.15,92.62,100,92.1814
2164951,94.9,92.62,92.44,86.57,96.26,86.15,89.12,87.95,92.62,98.81,93.26,90.94,100,95.67,92.665
2106550,86.04,85.44,99.94,91.92,90.29,97,85.35,93.89,86.8,93.78,81.34,91.34,95.68,88.72,90.5379
2165051,94.61,100,89.33,100,94.73,87.61,100,85.04,88.8,87.79,100,92.71,89.04,88.45,92.7221
2165151,91.58,97.29,88.62,94.07,80.46,95.34,92.03,95.21,96.57,90.47,87.21,95.99,94.21,90.92,92.1407
2165251,93.42,87.37,89.3,87.73,90.88,91.7,76.4,84.47,91.87,88.38,95.16,93.52,96.64,97.5,90.31
2165351,91.15,89.46,97.72,88.81,89.58,87.1,95.99,91.41,95.78,93.08,99.21,86.86,96.38,87.39,92.1371
2165451,86.99,83.49,99.97,83.34,91.51,96.12,95.04,92.6,94.21,92.06,91.08,90.31,88.56,95.68,91.4971
2165551,87.8,90.23,97.17,91.93,92.2,87.76,91.19,85.33,92.06,96.18,86.66,89.06,79.78,88.29,89.6886
2165651,88.14,85.1,99.42,87.94,100,92.76,97.26,92.58,91.61,96.13,92.41,94.97,98.34,86.18,93.06
2165751,86.9,96.81,100,91.05,98.15,82,94.52,90.42,98.16,89.89,86.94,94.35,89.38,97.64,92.5864
2165851,96.16,82.29,85.55,98.03,89.67,81.87,90.15,88.95,82.77,88.81,94.21,95.3,85.48,83.36,88.7571
2165951,86.67,78.34,91.96,89.93,89.59,97.24,87.35,82.34,95.81,99.28,89.34,96.91,94.55,86.79,90.4357
2106650,90.87,92.8,91.38,88.68,97.88,94.09,99.02,89.29,94.75,96.54,84.27,91.25,95.33,92.13,92.7343
2166051,100,88.72,94.79,97.16,100,77.58,100,85.37,100,91.86,94.07,100,92.66,90.21,93.7443
2166151,99.78,99.58,93.27,96.62,88.95,93.21,100,95.13,96.58,92.29,86.82,90.97,100,89.16,94.4543
2166251,93.41,97.92,85.36,86.29,87.65,88.16,90.98,91.6,100,87.58,86.97,98.37,88.84,98.42,91.5393
2166351,82.92,88,96.61,86.62,94.56,95.34,87.75,90.22,84.75,87.61,100,99.16,88.01,94.99,91.1814
2166451,91.35,90.77,90.54,89.43,85.59,93.18,88.24,90.52,96.71,93.26,89.69,96.55,100,100,92.5593
2166551,91.56,85.71,90.98,100,91.32,87.22,100,95.49,92.37,92.65,91.78,89.92,89.29,87.58,91.8479
2166651,95.69,95.41,83.63,92.91,100,89.74,100,100,88.36,93.61,89.47,89.87,91.46,94.9,93.2179
2166751,99.47,93.94,92.73,99.64,89.46,90.93,89.66,91.56,96.07,95.37,92.16,96.08,94.89,80.15,93.0079
2166851,91.32,87.91,95.53,96.73,96.49,97.91,86.76,96.78,84.5,99.45,92.33,95.55,90.64,87.29,92.7993
2166951,91.92,83.18,94.31,84.72,94.59,86.09,95.36,91.25,95.23,80.27,90.19,85.94,90.75,91.03,89.6307
2106750,99.86,100,88.14,86.47,90.09,98.32,97.39,84.47,83.52,97.03,95.23,85.58,99.05,91.34,92.6064
2167051,96.38,83.71,88.07,86.71,100,88.06,99.38,97.81,90.89,84.44,96.43,94.02,92.39,90.26,92.0393
2167151,93.53,91.28,87.82,84.17,91.82,87.21,86.41,91.96,94.57,93.99,93.67,97.39,86.33,90.91,90.79
2167251,89.15,90.12,90.09,92,85.8,95.3,95.08,95.86,100,88.11,100,96.47,88.85,97.32,93.1536
2167351,91.42,97.94,94.49,100,87.77,93.6,94.33,85.42,82.12,93.46,100,94.95,90.59,89.62,92.5507
2167451,94.12,94.34,87.97,89.66,95.8,89.17,94.36,86.42,89.5,88.85,94.92,96.67,92.2,95.45,92.1021
2167551,89.8,98.56,79.89,89.9,89.44,95.29,95.69,85.99,89.35,85.72,93.54,96.01,84.3,95.6,90.6486
2167651,96.76,90.81,84.51,93.59,93.04,98.34,96.59,91.83,97.76,90.87,93.31,84.35,93.68,89.57,92.5007
2167751,90.52,94.9,87.77,84.73,92.54,82.82,91.76,89.57,86.1,90.02,96.55,97.75,85.25,91.77,90.1464
2167851,89.31,88.48,91.06,100,84.47,89.67,92.79,88.61,89.84,86.45,88.48,92.31,96.81,91.28,90.6829
2167951,93.86,99.91,90.8,91.81,87.3,91,92.8,86.33,98.38,93.21,93.34,84.11,93.59,94.59,92.2164
2106850,89.97,90.5,90.84,86.28,97.32,87.4,91.73,89.45,92.62,92.28,75.71,85.51,84.65,92.72,89.07
2168051,94.34,98.61,88.91,84.01,88.87,90.44,97.36,86.11,100,86.09,83.75,97.08,94.28,95.87,91.8371
2168151,93.7,94.13,94.97,89.61,94.64,94.58,93.44,87.26,84.88,92.1,83.45,100,92.17,89.69,91.7586
2168251,95.75,89.04,94.87,91.66,98.8,88.82,91.66,88.82,95.39,93.32,91.77,87.97,94.22,81.63,91.6943
2168351,90.92,95.33,90.12,92.53,87.8,99.44,94.4,94.41,100,94.86,99.8,94.03,84.14,100,94.1271
2168451,93.73,94.88,94.03,86.21,95.72,87.67,84.23,82.65,88.32,95.62,86.78,98.33,83.92,92.05,90.2957
2168551,85.94,95.45,85.33,85.52,82.67,89.93,85.78,89.35,92.43,86.05,94.01,97.19,89.4,94.37,89.53
2168651,91.29,95.75,93.98,85.85,95.89,95.32,92.37,96.09,85.38,99.68,96.63,100,92.75,90.74,93.6943
