Branch of Service,Rank,Functional Branch,Student_ID,Service Component,Commissioning Source
Army,CPT,Military Police,2166051,Active,Service Academy
Army,MAJ,Finance Corps,2166151,Active,ROTC
Army,CPT,Logistics,2166251,Active,OCS
Army,CPT,Armor,2166351,Active,OCS
Air Force,CPT,Medical,2166451,Active,Direct Commission (Medical)
Army,MAJ,Armor,2166551,Reserve,OCS
Army,CPT,Engineer,2166651,National Guard,Service Academy
Army,MAJ,Signal Corps,2166751,Active,ROTC
Navy,LCDR,Surface Warfare,2166851,Active,ROTC
Army,CPT,Field Artillery,2166951,Reserve,Service Academy
Army,CPT,Infantry,2167051,Active,Service Academy
Army,MAJ,Armor,2167151,National Guard,OCS
Army,CPT,Armor,2167251,National Guard,OCS
Army,CPT,Armor,2167351,National Guard,OCS
Army,MAJ,Field Artillery,2167451,National Guard,ROTC
Army,CPT,Medical Corps,2167551,Active,Direct Commission (Medical)
Army,CPT,Logistics,2167651,Active,OCS
Army,MAJ,Signal Corps,2167751,Active,ROTC
Army,CPT,Finance Corps,2167851,Active,Service Academy
Army,MAJ,Aviation,2167951,Active,ROTC
Army,MAJ,Infantry,2168051,National Guard,ROTC
Air Force,CPT,Cyber Operations,2168151,Reserve,ROTC
Army,MAJ,Aviation,2168251,Active,ROTC
Army,MAJ,Finance Corps,2168351,National Guard,ROTC
Army,CPT,Logistics,2168451,Active,Service Academy
Army,CPT,Aviation,2168551,National Guard,Service Academy
Army,MAJ,Engineer,2168651,Reserve,ROTC
Army,MAJ,Armor,2168751,National Guard,ROTC
Army,CPT,Field Artillery,2168851,National Guard,ROTC
Army,MAJ,Field Artillery,2168951,Active,Service Academy
Army,MAJ,Armor,2169051,Active,ROTC
Army,MAJ,Engineer,2169151,Active,OCS
Army,CPT,Armor,2169251,Reserve,OCS
Army,CPT,Field Artillery,2169351,National Guard,Service Academy
Army,CPT,Intelligence,2169451,Active,ROTC
Army,CPT,Infantry,2169551,Active,ROTC
Army,CPT,Engineer,2169651,Active,OCS
Air Force,MAJ,Maintenance,2169751,Active,ROTC
Army,MAJ,Aviation,2169851,Active,ROTC
Army,MAJ,Finance Corps,2169951,National Guard,OCS
Army,MAJ,Field Artillery,2170051,Active,ROTC
Army,CPT,Logistics,2170151,Active,ROTC
Army,MAJ,Armor,2170251,National Guard,Service Academy
Army,CPT,Infantry,2170351,Active,ROTC
Army,CPT,Field Artillery,2170451,National Guard,OCS
Army,MAJ,Cyber,2170551,Active,Service Academy
DoD Civilian,GS-13,Human Resources,2044651,Civilian ,n/a
Army,MAJ,Infantry,2170751,Active,ROTC
DoD Civilian,GS-13,Cyber Operations,2050451,Civilian ,n/a
Army,MAJ,Intelligence,2170951,Active,OCS
Army,MAJ,Intelligence,2171051,Active,Service Academy
Army,CPT,Field Artillery,2171151,Active,ROTC
Army,MAJ,Logistics,2171251,National Guard,Service Academy
Army,MAJ,Medical Corps,2171351,Active,Direct Commission (Medical)
DoD Civilian,GS-12,Medical,2051851,Civilian ,n/a
Army,CPT,Armor,2171551,National Guard,OCS
Army,CPT,Cyber,2171651,Active,OCS
Army,MAJ,Signal Corps,2171751,Active,Service Academy
Army,MAJ,Medical Corps,2171851,Active,Direct Commission (Medical)
Army,MAJ,Field Artillery,2171951,Active,OCS
Army,MAJ,Field Artillery,2172051,Active,OCS
Army,MAJ,Engineer,2172151,Active,ROTC
Army,MAJ,Field Artillery,2172251,Active,ROTC
Army,MAJ,Infantry,2172351,Active,Service Academy
Army,CPT,Intelligence,2172451,Active,OCS
Army,MAJ,Military Police,2172551,Active,ROTC
Air Force,CPT,Intelligence,2172651,Active,Service Academy
Army,MAJ,Infantry,2172751,National Guard,Service Academy
Army,CPT,Cyber,2172851,Active,OCS
Army,CPT,Infantry,2172951,Active,ROTC
Army,MAJ,Field Artillery,2173051,Active,ROTC
Army,MAJ,Medical Corps,2173151,Active,Direct Commission (Medical)
Army,CPT,Armor,2173251,Active,ROTC
Army,MAJ,Cyber,2173351,Active,OCS
Army,MAJ,Finance Corps,2173451,Active,OCS
Army,CPT,Engineer,2173551,National Guard,ROTC
Army,MAJ,Infantry,2173651,Active,OCS
Army,MAJ,Intelligence,2173751,Active,Service Academy
Army,CPT,Infantry,2173851,Reserve,ROTC
Army,MAJ,Infantry,2173951,Active,Service Academy
Army,MAJ,Finance Corps,2174051,Reserve,Service Academy
Army,CPT,Engineer,2174151,Active,Service Academy
Army,CPT,Signal Corps,2174251,Active,OCS
Army,MAJ,Aviation,2174351,National Guard,OCS
DoD Civilian,GS-12,Medical,2063551,Civilian ,n/a
Army,MAJ,Medical Corps,2174551,Active,Direct Commission (Medical)
Army,MAJ,Intelligence,2174651,Active,ROTC
Army,CPT,Logistics,2174751,National Guard,OCS
Army,CPT,Armor,2174851,Active,OCS
Army,MAJ,Infantry,2174951,Active,OCS
Army,MAJ,Armor,2175051,Active,Service Academy
Army,CPT,Intelligence,2175151,Reserve,Service Academy
Army,CPT,Infantry,2175251,National Guard,OCS
Air Force,MAJ,Cyber Operations,2175351,Active,ROTC
Army,MAJ,Signal Corps,2175451,National Guard,OCS
Army,CPT,Cyber,2175551,Active,ROTC
DoD Civilian,GS-13,Logistics,2071951,Civilian ,n/a
Army,MAJ,Signal Corps,2175751,Reserve,OCS
Army,MAJ,Military Police,2175851,Active,ROTC
Army,MAJ,Finance Corps,2175951,Active,ROTC
Army,MAJ,Signal Corps,2176051,Active,ROTC
Army,CPT,Signal Corps,2176151,National Guard,ROTC
Army,CPT,Finance Corps,2176251,Active,ROTC
Air Force,MAJ,Intelligence,2176351,Reserve,OCS
Army,MAJ,Engineer,2176451,Active,OCS
Army,CPT,Logistics,2176551,Active,OCS
Army,CPT,Armor,2176651,Active,ROTC
Army,MAJ,Infantry,2176751,National Guard,Service Academy
Army,MAJ,Military Police,2176851,Active,Service Academy
Army,CPT,Field Artillery,2176951,Active,OCS
Army,CPT,Finance Corps,2177051,Active,ROTC
Army,CPT,Armor,2177151,National Guard,OCS
Army,CPT,Infantry,2177251,Active,OCS
Army,CPT,Infantry,2177351,National Guard,ROTC
Army,MAJ,Signal Corps,2177451,National Guard,Service Academy
Army,MAJ,Armor,2177551,Active,Service Academy
Space Force,MAJ,Intelligence,2177651,National Guard,Service Academy
Army,MAJ,Cyber,2177751,Reserve,ROTC
Army,CPT,Field Artillery,2177851,Active,Service Academy
Army,CPT,Finance Corps,2177951,National Guard,ROTC
Army,CPT,Engineer,2178051,Active,ROTC
Army,MAJ,Finance Corps,2178151,Active,ROTC
Army,MAJ,Finance Corps,2178251,National Guard,ROTC
Army,CPT,Intelligence,2178351,Active,OCS
Army,CPT,Logistics,2178451,Reserve,Service Academy
Army,CPT,Finance Corps,2178551,Active,Service Academy
Army,MAJ,Signal Corps,2178651,National Guard,ROTC
Army,MAJ,Aviation,2178751,National Guard,ROTC
Marines,MAJ,Aviation,2178851,Active,ROTC
Army,CPT,Medical Corps,2178951,Active,Direct Commission (Medical)
Air Force,MAJ,Intelligence,2179051,Active,OCS
Army,CPT,Aviation,2179151,Active,Service Academy
Army,MAJ,Military Police,2179251,Active,ROTC
Army,MAJ,Signal Corps,2179351,Active,Service Academy
Space Force,MAJ,Intelligence,2179451,Active,Service Academy
Army,CPT,Engineer,2179551,Active,ROTC
Army,CPT,Field Artillery,2179651,Active,OCS
Space Force,CPT,Space Operations,2179751,National Guard,ROTC
Army,MAJ,Signal Corps,2179851,Active,Service Academy
Marines,CPT,Infantry,2179951,Active,ROTC
Army,CPT,Finance Corps,2180051,National Guard,ROTC
Army,MAJ,Aviation,2180151,Active,ROTC
Army,CPT,Military Police,2180251,Active,OCS
DoD Civilian,GS-12,Logistics,2078751,Civilian ,n/a
Army,CPT,Aviation,2180451,Active,OCS
Army,MAJ,Armor,2180551,Active,ROTC
Navy,LT,Intelligence,2180651,Active,ROTC
Army,CPT,Military Police,2180751,Reserve,OCS
Army,MAJ,Signal Corps,2180851,Active,OCS
Army,MAJ,Cyber,2180951,Active,OCS
Army,CPT,Armor,2181051,Active,OCS
Army,MAJ,Logistics,2181151,Active,OCS
Army,CPT,Signal Corps,2181251,National Guard,Service Academy
Army,MAJ,Infantry,2181351,Active,ROTC
Army,MAJ,Field Artillery,2181451,Active,ROTC
Army,MAJ,Signal Corps,2181551,Active,Service Academy
Army,CPT,Cyber,2181651,Active,OCS
Army,CPT,Armor,2181751,Active,Service Academy
Army,CPT,Armor,2181851,Active,Service Academy
Navy,LCDR,Aviation,2181951,Active,ROTC
Army,MAJ,Finance Corps,2182051,Active,ROTC
Army,MAJ,Military Police,2182151,Active,Service Academy
Army,CPT,Military Police,2182251,Active,ROTC
DoD Civilian,GS-13,Logistics,2082451,Civilian ,n/a
Army,CPT,Signal Corps,2182451,National Guard,OCS
DoD Civilian,GS-12,Medical,2111251,Civilian ,n/a
Army,CPT,Signal Corps,2182651,Active,OCS
Army,MAJ,Infantry,2182751,Active,Service Academy
Army,MAJ,Armor,2182851,Active,ROTC
DoD Civilian,GS-12,Cyber Operations,2115051,Civilian ,n/a
Army,MAJ,Medical Corps,2183051,Active,Direct Commission (Medical)
Army,CPT,Signal Corps,2183151,Active,Service Academy
Army,MAJ,Military Police,2183251,Active,ROTC
Air Force,MAJ,Maintenance,2183351,Reserve,ROTC
Space Force,MAJ,Space Operations,2200151,Active,OCS
Army,CPT,Medical Corps,2200251,Reserve,Direct Commission (Medical)
Army,MAJ,Intelligence,2200351,National Guard,Service Academy
Air Force,MAJ,Maintenance,2200451,Active,OCS
Army,CPT,Logistics,2200551,National Guard,ROTC
Army,MAJ,Signal Corps,2200651,Active,ROTC
Army,MAJ,Finance Corps,2200751,Active,ROTC
Army,CPT,Aviation,2200851,Active,OCS
Air Force,MAJ,Maintenance,2200951,Active,OCS
Army,CPT,Cyber,2201051,Active,ROTC
Army,CPT,Logistics,2201151,National Guard,ROTC
Army,MAJ,Field Artillery,2201251,National Guard,ROTC
Army,CPT,Intelligence,2201351,Reserve,OCS
Army,CPT,Infantry,2201451,Active,Service Academy
Army,CPT,Signal Corps,2201551,Active,Service Academy
Army,CPT,Field Artillery,2201651,Active,Service Academy
Space Force,MAJ,Space Operations,2201751,Active,OCS
Army,CPT,Medical Corps,2201851,Reserve,Direct Commission (Medical)
Army,MAJ,Military Police,2201951,Active,ROTC
Army,CPT,Finance Corps,2202051,Active,OCS
Army,MAJ,Signal Corps,2202151,National Guard,OCS
Army,MAJ,Cyber,2202251,National Guard,OCS
DoD Civilian,GS-13,Medical,2115251,Civilian ,n/a
Army,CPT,Finance Corps,2202451,Active,Service Academy
Army,MAJ,Signal Corps,2202551,Active,ROTC
Army,MAJ,Field Artillery,2202651,Reserve,OCS
Army,MAJ,Field Artillery,2202751,Active,ROTC
Army,MAJ,Aviation,2202851,Active,OCS
Army,CPT,Military Police,2202951,Active,OCS
Army,MAJ,Infantry,2203051,Active,OCS
Army,MAJ,Field Artillery,2203151,Active,OCS
Army,CPT,Military Police,2203251,Active,ROTC
Army,MAJ,Infantry,2203351,Active,OCS
Army,MAJ,Field Artillery,2203451,Active,OCS
Army,CPT,Field Artillery,2203551,Active,ROTC
Army,CPT,Signal Corps,2203651,Active,Service Academy
Army,MAJ,Medical Corps,2203751,Active,Direct Commission (Medical)
Army,MAJ,Finance Corps,2203851,Active,Service Academy
Army,MAJ,Intelligence,2203951,Active,Service Academy
Army,MAJ,Medical Corps,2204051,National Guard,Direct Commission (Medical)
Army,CPT,Military Police,2204151,Active,Service Academy
Army,CPT,Armor,2204251,Active,OCS
Army,MAJ,Engineer,2204351,Active,ROTC
Army,CPT,Intelligence,2204451,Active,ROTC
Army,MAJ,Engineer,2204551,Reserve,OCS
Army,CPT,Armor,2204651,Active,OCS
Army,MAJ,Intelligence,2204751,Active,Service Academy
Army,CPT,Medical Corps,2204851,Active,Direct Commission (Medical)
Army,MAJ,Medical Corps,2204951,National Guard,Direct Commission (Medical)
Army,MAJ,Aviation,2205051,National Guard,Service Academy
Navy,LCDR,Submarine,2205151,Active,OCS
Army,MAJ,Aviation,2205251,Active,ROTC
Army,MAJ,Medical Corps,2205351,Active,Direct Commission (Medical)
Army,MAJ,Finance Corps,2205451,Reserve,ROTC
Army,CPT,Signal Corps,2205551,Active,ROTC
Army,CPT,Armor,2205651,Active,ROTC
Army,CPT,Medical Corps,2205751,Active,Direct Commission (Medical)
Army,MAJ,Finance Corps,2205851,Active,OCS
Army,MAJ,Cyber,2205951,Active,ROTC
Air Force,CPT,Maintenance,2206051,Active,Service Academy
Army,MAJ,Medical Corps,2206151,Active,Direct Commission (Medical)
Army,CPT,Finance Corps,2206251,Active,OCS
Navy,LT,Surface Warfare,2206351,Active,OCS
Air Force,CPT,Maintenance,2206451,Active,Service Academy
Army,CPT,Infantry,2206551,Reserve,OCS
Army,MAJ,Logistics,2206651,Active,ROTC
Army,MAJ,Aviation,2206751,Active,Service Academy
Marines,CPT,Logistics,2206851,Reserve,Service Academy
Army,CPT,Signal Corps,2206951,Active,ROTC
Army,MAJ,Intelligence,2207051,Active,ROTC
Army,MAJ,Signal Corps,2207151,Reserve,Service Academy
Army,MAJ,Logistics,2207251,Active,OCS
Army,CPT,Infantry,2207351,Active,OCS
Army,MAJ,Infantry,2207451,Active,ROTC
Army,MAJ,Infantry,2207551,Active,OCS
DoD Civilian,GS-12,Human Resources,2116251,Civilian ,n/a
Army,CPT,Engineer,2207751,National Guard,ROTC
Army,MAJ,Infantry,2207851,Active,OCS
Army,MAJ,Military Police,2207951,Active,OCS
Army,CPT,Field Artillery,2208051,Active,OCS
Army,MAJ,Field Artillery,2208151,Active,ROTC
Army,CPT,Intelligence,2208251,Active,ROTC
Army,CPT,Armor,2208351,Active,OCS
Navy,LT,Medical,2208451,Active,Direct Commission (Medical)
Army,CPT,Intelligence,2208551,National Guard,OCS
Marines,MAJ,Infantry,2208651,Active,Service Academy
Army,MAJ,Medical Corps,2208751,National Guard,Direct Commission (Medical)
Navy,LT,Medical,2208851,Reserve,Direct Commission (Medical)
Army,MAJ,Aviation,2208951,National Guard,ROTC
Army,CPT,Intelligence,2209051,Active,Service Academy
Army,CPT,Aviation,2209151,National Guard,OCS
Army,CPT,Engineer,2209251,Active,ROTC
Navy,LCDR,Medical,2209351,Active,Direct Commission (Medical)
Army,CPT,Medical Corps,2209451,National Guard,Direct Commission (Medical)
Army,MAJ,Aviation,2209551,Active,ROTC
Army,CPT,Finance Corps,2209651,Active,OCS
Army,MAJ,Aviation,2209751,Reserve,OCS
Army,CPT,Signal Corps,2209851,Active,OCS
Air Force,CPT,Cyber Operations,2209951,Reserve,Service Academy
Army,CPT,Armor,2210051,Reserve,ROTC
Army,CPT,Field Artillery,2210151,National Guard,OCS
Army,MAJ,Engineer,2210251,Active,Service Academy
Army,CPT,Logistics,2210351,National Guard,Service Academy
Army,MAJ,Medical Corps,2210451,National Guard,Direct Commission (Medical)
Army,CPT,Aviation,2210551,Active,Service Academy
Army,CPT,Finance Corps,2210651,Active,ROTC
Army,CPT,Armor,2210751,Reserve,ROTC
Army,CPT,Armor,2210851,National Guard,ROTC
Army,CPT,Logistics,2210951,Active,ROTC
Army,CPT,Intelligence,2211051,Active,OCS
Army,MAJ,Infantry,2211151,Active,ROTC
Army,MAJ,Field Artillery,2211251,Active,ROTC
Navy,LT,Intelligence,2211351,Active,ROTC
Army,MAJ,Field Artillery,2211451,Active,OCS
Army,CPT,Engineer,2211551,National Guard,OCS
Army,MAJ,Engineer,2211651,Active,Service Academy
Army,MAJ,Infantry,2211751,Active,ROTC
Army,CPT,Medical Corps,2211851,Active,Direct Commission (Medical)
Air Force,CPT,Pilot,2211951,National Guard,ROTC
Army,MAJ,Logistics,2212051,Active,ROTC
Navy,LT,Surface Warfare,2212151,Reserve,ROTC
Army,CPT,Engineer,2212251,Active,Service Academy
Army,CPT,Logistics,2212351,National Guard,ROTC
Army,CPT,Finance Corps,2212451,Active,OCS
Army,MAJ,Logistics,2212551,National Guard,ROTC
Army,CPT,Field Artillery,2212651,Active,Service Academy
DoD Civilian,GS-12,Contracting,2117451,Civilian ,n/a
Army,CPT,Finance Corps,2212851,National Guard,ROTC
Army,MAJ,Medical Corps,2212951,Active,Direct Commission (Medical)
Army,MAJ,Intelligence,2213051,National Guard,ROTC
Army,MAJ,Infantry,2213151,Active,ROTC
Army,CPT,Logistics,2213251,Reserve,OCS
Army,CPT,Aviation,2213351,National Guard,OCS
Army,CPT,Signal Corps,2213451,Active,ROTC
Marines,MAJ,Infantry,2213551,Active,ROTC
Army,MAJ,Military Police,2213651,Reserve,ROTC
DoD Civilian,GS-13,Human Resources,2118251,Civilian ,n/a
Army,CPT,Finance Corps,2213851,Active,OCS
Army,MAJ,Medical Corps,2213951,Active,Direct Commission (Medical)
Marines,MAJ,Aviation,2214051,Active,ROTC
Army,MAJ,Armor,2214151,Active,ROTC
Army,CPT,Logistics,2214251,Active,ROTC
Army,MAJ,Cyber,2214351,Active,Service Academy
Army,CPT,Medical Corps,2214451,Active,Direct Commission (Medical)
Army,MAJ,Cyber,2214551,Active,OCS
DoD Civilian,GS-12,Contracting,2123851,Civilian ,n/a
DoD Civilian,GS-13,Medical,2123951,Civilian ,n/a
Army,MAJ,Field Artillery,2214851,Active,ROTC
Army,CPT,Infantry,2214951,Reserve,OCS
Army,CPT,Engineer,2215051,Active,ROTC
Army,CPT,Military Police,2215151,Active,ROTC
Space Force,CPT,Cyber Operations,2215251,Active,Service Academy
Army,CPT,Medical Corps,2215351,Active,Direct Commission (Medical)
Army,CPT,Engineer,2215451,Active,ROTC
Army,CPT,Medical Corps,2215551,Active,Direct Commission (Medical)
Army,CPT,Logistics,2215651,Active,Service Academy
Army,CPT,Logistics,2215751,Active,OCS
Army,CPT,Field Artillery,2215851,Active,Service Academy
Air Force,CPT,Medical,2215951,Active,Direct Commission (Medical)
Army,CPT,Infantry,2216051,Active,ROTC
Army,CPT,Engineer,2216151,Active,OCS
Army,MAJ,Finance Corps,2216251,Active,Service Academy
Army,CPT,Infantry,2216351,Reserve,Service Academy
Army,CPT,Armor,2216451,National Guard,OCS
Army,CPT,Aviation,2216551,Active,ROTC
Army,CPT,Intelligence,2216651,Active,ROTC
Army,CPT,Intelligence,2216751,Active,ROTC
Army,CPT,Signal Corps,2216851,National Guard,Service Academy
Army,MAJ,Field Artillery,2216951,National Guard,ROTC
Army,CPT,Aviation,2217051,National Guard,Service Academy
Army,MAJ,Field Artillery,2217151,Active,Service Academy
Army,MAJ,Engineer,2217251,Active,Service Academy
Army,MAJ,Armor,2217351,Reserve,ROTC
Army,CPT,Military Police,2217451,Active,OCS
Army,CPT,Engineer,2217551,National Guard,Service Academy
Marines,CPT,Aviation,2217651,Reserve,ROTC
Army,CPT,Field Artillery,2217751,National Guard,ROTC
Space Force,CPT,Intelligence,2217851,Active,ROTC
Army,MAJ,Infantry,2217951,Reserve,OCS
Army,MAJ,Logistics,2218051,National Guard,ROTC
Army,MAJ,Field Artillery,2218151,National Guard,Service Academy
Army,CPT,Logistics,2218251,Active,ROTC
Army,MAJ,Military Police,2218351,Active,Service Academy
Army,MAJ,Field Artillery,2218451,Active,OCS
Army,CPT,Military Police,2218551,Active,OCS
Army,CPT,Infantry,2218651,Active,OCS
Marines,CPT,Artillery,2218751,Active,OCS
Army,MAJ,Medical Corps,2218851,Active,Direct Commission (Medical)
Army,CPT,Engineer,2218951,Active,ROTC
Army,MAJ,Finance Corps,2219051,Active,ROTC
Army,CPT,Aviation,2219151,Active,Service Academy
Army,MAJ,Armor,2219251,National Guard,OCS
Army,CPT,Field Artillery,2219351,National Guard,ROTC
Army,CPT,Medical Corps,2219451,National Guard,Direct Commission (Medical)
Navy,LCDR,Surface Warfare,2219551,Reserve,Service Academy
Army,CPT,Field Artillery,2219651,Active,OCS
Army,CPT,Finance Corps,2219751,National Guard,Service Academy
Army,CPT,Armor,2219851,Active,ROTC
Army,MAJ,Field Artillery,2219951,National Guard,ROTC
Army,CPT,Medical Corps,2220051,National Guard,Direct Commission (Medical)
Army,CPT,Field Artillery,2220151,National Guard,ROTC
Marines,MAJ,Intelligence,2220251,Active,Service Academy
Army,MAJ,Cyber,2220351,Active,OCS
Army,MAJ,Medical Corps,2220451,Active,Direct Commission (Medical)
Army,CPT,Infantry,2220551,Active,ROTC
Army,CPT,Logistics,2220651,Reserve,Service Academy
Army,MAJ,Finance Corps,2220751,National Guard,ROTC
Army,CPT,Field Artillery,2220851,Reserve,ROTC
Army,MAJ,Finance Corps,2220951,Active,Service Academy
Army,MAJ,Engineer,2221051,Reserve,Service Academy
Army,MAJ,Armor,2221151,Active,ROTC
Army,CPT,Armor,2221251,Active,OCS
Marines,MAJ,Infantry,2221351,Active,OCS
DoD Civilian,GS-12,Medical,2125051,Civilian ,n/a
Army,MAJ,Finance Corps,2221551,National Guard,OCS
Air Force,CPT,Intelligence,2221651,National Guard,OCS
Army,CPT,Field Artillery,2221751,National Guard,ROTC
Air Force,CPT,Medical,2221851,Active,Direct Commission (Medical)
Army,CPT,Finance Corps,2221951,Active,Service Academy
Army,CPT,Finance Corps,2222051,Active,Service Academy
Army,MAJ,Signal Corps,2222151,Active,ROTC
Army,CPT,Armor,2222251,Active,OCS
Army,MAJ,Signal Corps,2222351,Active,Service Academy
DoD Civilian,GS-13,Logistics,2131151,Civilian ,n/a
Army,MAJ,Medical Corps,2222551,Active,Direct Commission (Medical)
Army,CPT,Cyber,2222651,Active,Service Academy
Army,CPT,Finance Corps,2222751,National Guard,ROTC
Army,MAJ,Cyber,2222851,Active,ROTC
Army,MAJ,Field Artillery,2222951,Active,ROTC
Army,MAJ,Signal Corps,2223051,Active,ROTC
Army,MAJ,Intelligence,2223151,Active,ROTC
Army,MAJ,Logistics,2223251,Active,ROTC
Army,MAJ,Field Artillery,2223351,Active,OCS
Army,MAJ,Signal Corps,2223451,National Guard,OCS
Army,MAJ,Armor,2223551,National Guard,OCS
Army,CPT,Finance Corps,2223651,Active,ROTC
Army,MAJ,Infantry,2223751,Active,ROTC
Marines,MAJ,Artillery,2223851,Reserve,Service Academy
Army,MAJ,Engineer,2223951,Reserve,ROTC
Army,MAJ,Medical Corps,2224051,National Guard,Direct Commission (Medical)
Army,MAJ,Medical Corps,2224151,Active,Direct Commission (Medical)
DoD Civilian,GS-12,Contracting,2136051,Civilian ,n/a
Army,CPT,Infantry,2224351,Active,Service Academy
Army,MAJ,Field Artillery,2224451,Active,ROTC
Air Force,CPT,Cyber Operations,2224551,Active,ROTC
Army,MAJ,Field Artillery,2224651,Active,OCS
Army,MAJ,Field Artillery,2224751,National Guard,OCS
Army,CPT,Intelligence,2224851,Active,ROTC
Army,CPT,Infantry,2224951,National Guard,ROTC
Army,CPT,Infantry,2225051,National Guard,OCS
Army,CPT,Infantry,2225151,Active,OCS
Army,MAJ,Military Police,2225251,Reserve,ROTC
Air Force,CPT,Cyber Operations,2225351,National Guard,Service Academy
Army,CPT,Armor,2225451,Active,ROTC
Air Force,CPT,Intelligence,2225551,Reserve,OCS
Army,CPT,Military Police,2225651,National Guard,ROTC
